夏目友人帐girl,
罐装啤酒来一听,短短一段话嗑到带卡了//@春日星火:她家的狗都长大了，上一期还是个小奶狗。带土阔别木叶多年再一次见到卡卡西就是这种感觉吗
思源鲍,
翁志南,
用户7481373252,
G-ol,
普鲁士新贵,
miduotw,
纯交流,
鑫与皓月,
喜欢美女的都有品,
潽灵控,
夏花绚洁,
快热暑假,
一览众山小6888,
黑白狗我,
土豆薯条仔,
抹了的茶,
留鲜花Henry,#李子柒紫气东来# @李子柒
机智蓑羽鹤,
敬重风险老韦2号,
新光先生,
给我点阳光就灿烂,
佛弟子能晴,//@宋英杰:期待已久，先马！[作揖]
wrbcsc,
西楚霸王V104,
阳咩咩咩乜,
一线阳光KXX,
萌萌小汤圆爱探险,
爱吃鱼的大白猫,
用户6529859414,
殊色素心,
先生在九八,
20240218开始爱自己,
麥甶里de稲愺亽,
雁归初心,
用户7963733325,
韩秋风jinfeng,
团团071905051025,
姚yll-,
最幸运的苏颖,
Chiantti,
荷韵静雅,
十二只喵喵,
百家争鸣bk,
瓦伦西亚城堡,
易千的丸子,
HZFuajie,
曰北冥有Y,
枫萧萧0528,
月出皎兮Veritas,
zz哈哈温,
斩美狗屠精日,
han坤,
用户6579851981,
新新相印5730,
活在阳光下的呆呆,
米宝苞米,
咕叽咕叽喵喵_咪呀,
熊222222,
莫斯科的叮当猫2,
士士多多啤梨梨,太好了！！！！终于再次更新[泪]//@我我我不是结结结巴:炫耀一下[老师爱你][老师爱你][老师爱你]结巴的互关回归了！ http://t.cn/A6n8DJCU
少管我昵,
甜甜小蜜蜂CC,
laoqiuo,
黃子新5730,
黃子新5730,
娟子pool,
Fighterfighter,
__一只爱吃素的猫,
暮色Voice未央,
不老时光119,
D爱迪1生,看道最后泪水模糊了双眼！寂静的小山村，小雪花飘落，默默坚持做自己，点赞@李子柒 
7小鬼-当家7,
摩西摩西真相只有一个,
芦花鸡Luhua,
旺財旺財旺財,只发了两个视频小孩每天要重看一次，其中每一两分钟被油管插播广告，看了复出采访，还是那么喜欢她。感觉更成熟更精进了！格局越来越大，一点也不装，身兼重任，在娃心里没人可以替代的哈哈。//@旺財旺財旺財:小孩回来要鸡冻坏了哈哈。
余姚__,
crushedcookie,
happy小狗everyday,
StevenZhangYanWen,
xgxg_8,
用户7962213507,
梅莉梅莉-,
吉塔吉塔Geeta,
舂鸡脚和包烧干巴,
长草的小偷,
BBVDJ,
小静TX,
磊磊-198803,
庆喜不在家,
muke-lu,
一实闰童,
irenedyf,
用户7736087388,
Yvvcoo,
Jenny婧1010,
-DinAsy,
生椰拿铁少冰冰,//@我我我不是结结结巴:炫耀一下[老师爱你][老师爱你][老师爱你]结巴的互关回归了！ http://t.cn/A6n8DJCU
大问号有小盆友,
蓝风徐来,
满级观众,//@我我我不是结结结巴:炫耀一下[老师爱你][老师爱你][老师爱你]结巴的互关回归了！ http://t.cn/A6n8DJCU
用户7954114926,
大问号有小盆友,
高冷汉堡包耶,//@我我我不是结结结巴:炫耀一下[老师爱你][老师爱你][老师爱你]结巴的互关回归了！ http://t.cn/A6n8DJCU
喵星人1923,
芋泥脑袋厚厚厚,
请问-boobam,
木执呀,
Silence_酥脆,
翩然轻擦y,//@矮周迅:这一期作品真的太有深意了，从选择漆器作品，到整体视频的隐喻，画面的结构等等，全都是李子柒式美学的体现。随便截图都可以做壁纸，美的让人失语！另外，关于麒麟回头有很多说法，“麒麟回头，万事不愁”，“麒麟回头百病消”，我想子柒一定是希望奶奶能够平安吉祥，万事如意。好用心啊！
上上签_6499878834,
孩子们的姥姥,
靠谱先生823,//@有漾学漾:我靠，李子柒终于回归了！！！
博主轉混Instagram了,
素影书世界,
用户7963723115,
且行__且歌__,
小雨未雨,
小嘴嘟嘟哝哝,
用户7962706161,
剑剑Emma,
Sowers18189120220212,
Yyuniiii,
小赫赫hehe,
潇洒小绵羊啦啦啦,
吃恩橙cyyy,
姓高却不高的新新新新新,
好好学习天天向上666888,
酒芯话678,
快乐冲浪达人_,//@我我我不是结结结巴:炫耀一下[老师爱你][老师爱你][老师爱你]结巴的互关回归了！ http://t.cn/A6n8DJCU
斛律恒伽,
近视的kt猫,//@我我我不是结结结巴:炫耀一下[老师爱你][老师爱你][老师爱你]结巴的互关回归了！ http://t.cn/A6n8DJCU
北京玖富涉嫌诈骗必须立案,
小徐娃哈哈,
乐妈咪乐,
圆来是未来,//@我我我不是结结结巴:炫耀一下[老师爱你][老师爱你][老师爱你]结巴的互关回归了！ http://t.cn/A6n8DJCU
用户5748185417,
晚安阿苧,
微笑山菊花,@六根清净无忧愁
纠结君很纠结,
小耳朵米妮O,
用户7902296480,
冷静杏仁酥吃便当,
自带猫耳的猫十八,
jojo小滴,
Summertim-,
张双梅的微博,
峰岳1999,
超级奥利奥加倍,
木公有木,
赵镭老师,
77折,
吴财主178,
树LiuYang,
丝瓜甜蜜酱,//@我我我不是结结结巴:炫耀一下[老师爱你][老师爱你][老师爱你]结巴的互关回归了！ http://t.cn/A6n8DJCU
骏骏家的小胖鱼,
转了立马的,
中晨燕雪,
用户6178306157,
王小狗的杨小姨,
用户7475472761,
温书小鱼,
最虐不過一拜兲地,
鼠来改名叫已经瘦了十四斤,#李子柒 轻舟已过万重山# 我早说过，这才是轻舟已过万重山//@鼠来改名叫已经瘦了十四斤:这才是轻舟已过万重山！白月光仙女回来了！
书映真,
用户5749602753,
Celine的一些事一些情,
东方敏Baby,
致炫耀,
海底两万里HR,
邓为需要手洗的衣服,
乙-Zoie,
小曼去远方,
暴富暴美9999,小红书回多多//@极度恐丑的颜狗:纯元皇后回来了[泪]
紫水晶dgjm,
禹宙中欣没有帝欣引力,
mingruo---,
岚_527,
用户7957462953,
我们都一样_JJ,
潮汐锁定_-,//@炮炮_施展名为异议的法术://@宫崎英高回家路上一脚踩进腐败池:今夕是何年了//@FUZE的新婚爱妻:我去熹妃回宫
幸运的小朵朵,
被风吹的枫叶_1042,
雾矢岛,
森实2017,
水墨轻寒,//@招福的花园:[爱你]//@GamEC111: 特朗普当上总统，守望先锋国服开测，faker世界赛卫冕，李子柒继续更新视频，家人们我回到8年前了[泪]//@小小小K天天犯懒:她回归可不只是熹妃回宫了，那是纯元重生啊！//@不吃辣饼:我滴妈呀熹妃回宫
冰淇淋之森2021,
桃子and乔治,
小鱼的糖茶,
言幽灵,14分钟没有加速，是朕对电子榨菜纯元的敬重！//@招福的花园:[爱你]//@GamEC111: 特朗普当上总统，守望先锋国服开测，faker世界赛卫冕，李子柒继续更新视频，家人们我回到8年前了[泪]//@小小小K天天犯懒:她回归可不只是熹妃回宫了，那是纯元重生啊！//@不吃辣饼:我滴妈呀熹妃回宫
安娜琳琳,
清心雨读,
小小修的小小,一直守护，时隔多年，终于回归，永远支持你，爱你😘@李子柒
白雨山snow,
第五篇66,
默默的云默默的走,
安无言安无语安安不言不语,
大有君子,
空无宝宝,
Guard-五丸,
向前冲的sun,
百事可乐矣,
一抹摇曳的紫色-雪,
楓雪櫻漫,
山高水明0816,
仰望阳光正好,
我说你闭嘴别说话,
狂野大蟑螂ovo,
取名相惜,
管理阳光,
丛芝麻6484738808,
jc-清风明月,//@马春林-熊猫哥:转发微博
冷圈恶魔,//@叽姆堇://@Mox19-掰掰:转发微博
雪域Y彩虹桥,回复@懒出草:我也是，特别关注跳出来我以为我看错了[泪][泪]终于回归了//@懒出草:我以为我看错了 我的特别关注跳出来的那一刻我都以为我看错了。直接一整个热血直冲天灵盖，眼泪顺着眼眶滑落。好久不见李子柒，我们总是在等你我们总是相信你，你终于回来了[泪][泪][泪][泪]
北斗七行_X,
中东8512,
骗子活不过今年,欢迎回归呀很喜欢你的视频让人静下心来观看去感受慢生活的美#遇见西南医科大的时光[超话]#http://t.cn/A6xp8PoY @西南医科大学青年全媒体中心 
空心尧,
梦里寻他无踪影,
晚来天欲雪404,
半仙儿要和老爹一起加油,
用户7737305561,
熬夜刺猬_,
法律人蒋德,
逛上饶,帮你顶#李子柒紫气东来# //@DoDaisy:最喜欢的博主回来了，值得一个转评赞[哇]
科比17056,
请叫我王5305,
SeasonLee1105,
-叫豆豆的那只猫-,
Lian上练市,
奶酪冰淇淋吖,
芡实千千,//@锦衣小盆友:顶流归来还是顶流！在这个信息爆炸的时代需要慢节奏的李子柒。
好运的好运的好运的沛沛,
hhhshuyu,
等到了蓝色的夏天,
月亮有星,
Mr小粉红,
香雪海0307,
愚大悟,
橘子熟了cz,
今天投进三分球了没,
yeah__liu,
想吃想睡想玩,
又是想要财富自由大吉大利的一天,
谁是咩咩yaa,
XING-M,
喜欢花布的姑娘,
WTL-真的,
黃子新5730,
黃子新5730,
2009851962其乐融融,
宋三敏,
唯美艺术大观,
微凉想回到过去,//@柳叶安安:太好了！
歪脖子素,
象象伐开心,
招福的花园,[爱你]//@GamEC111: 特朗普当上总统，守望先锋国服开测，faker世界赛卫冕，李子柒继续更新视频，家人们我回到8年前了[泪]//@小小小K天天犯懒:她回归可不只是熹妃回宫了，那是纯元重生啊！//@不吃辣饼:我滴妈呀熹妃回宫
裘不德洛,
用户7420670650,
用户7946444699,
黄盈霞,
用户7603261005,
曦时0110_207,
2026原始民逃离计划,
Ariesturbo,
用户7875387492,
星星懂我心-,
MeBang,
可爱石榴爱生活,
山高月小水落石出7,
同大然怂一下下,
念ni你li,
梦婷_08,
锺唯,
小兔同学8888,
Kommissar_Maigret,
周訸熙,
邓布利多_8817,
DYS-孟家堂粉儿,
年糕拌珍珠,
yi苏叶,
blacksmit6487137446,
用户7960893636,
小QQQtang,
恍然如梦lllll,
小小脚婆,
咕噜咕噜小疯子丶,
小琴耶3,
往事随风OvO小小作,
judgeii,
西瓜汁不约麻辣拌,
菁茹芷水629qsy,
木易卯青,
香香软软小嘟嘟,
用户7803546178,
东风656,
师大正雅,
用户6392783581,
古月说_,
苡苡苡後,
rainwind0009,
零碎之九9685,
用户7592855038,
笑一笑什么都不重要,
用户7931252296,
火星人橙小尐,
用户7948941033,
20240218开始爱自己,
超级奥利奥加倍,
康康胖胖头,
游进成微博,
夏小末-sunny,
一棵没发芽的小白菜,
白米粥LL,
白米粥LL,
学俄语的锦鲤,
新东方美研部Selina,
一次能喝八碗玉米汁,
jookie123456789,
M-huimin,
幸好有你_2023,
一杯红酒配电影Matthew,
rIsabelle,
喜欢夏天的请举手ww,
言小排,
佛蕾迪201804,
北殇199006,
一若芙,
咕咾烧鸡,
PinaYang,
Yun_z-z,
水晶_ji,//@平淡榛子:紫气东来，子柒回归。[鼓掌][鼓掌][鼓掌]
希望我追的cp都成真,
用户7934021352,
小影--晨可,
一条努力奋斗的龙,
用户5884371071,
玫姿雯乐器零售,
明亮的意思,//@谢小斌:#李子柒回归#回来了！又可以像以前一样看视频了，期待后续的视频～
起毛球的猫,
轻舞飞扬7381379530,
如意0519_96175,
用户7312233331,
仙胖子and墩宝宝,
信就一定得_吖咩,
苏生-专利工程,
祈水及川,//@微黄山秋:[话筒][赞啊][话筒]
唯念-X,
紫日95824,//@鹏城北望路人甲:回复@李子柒:还是熟悉的味道！很好(✪▽✪)加油(ง•̀_•́)ง//@李子柒:今天没空写小作文啦！过几天忙完了再给大家补上！想念你们！强行么么哒！
一坨小雪饼,//@鹏城北望路人甲:回复@李子柒:还是熟悉的味道！很好(✪▽✪)加油(ง•̀_•́)ง//@李子柒:今天没空写小作文啦！过几天忙完了再给大家补上！想念你们！强行么么哒！
西柚Yedda,
淡淡清辉照,
老小转,
不想再撞南墙,
山茶vivi,
春水暖冰,
好运吸附精灵球,
搁浅忧伤弥漫的荌,
用户6098911660,
彤81思91刘,
素果100,
用户6098911660,//@闲来一坐s话投资://@扬韬:用一年的时间打造一个视频，这种执着，这种精神，值得赞许！欢迎李子柒回归！
来自祖母的能量,
用户7906143019,
Sandm沉沦,
用户3360215871,//@闲来一坐s话投资://@扬韬:用一年的时间打造一个视频，这种执着，这种精神，值得赞许！欢迎李子柒回归！
于子钰,
烧火丫头啦啦啦,
糖心贝壳,
医学生小月月,
真诚熊小童鞋,
YOYO_草莓酱A,
叫我女王大人129,//@雨林鸟:四年了
Mpx阿橙Charlian,//@矮周迅:这一期作品真的太有深意了，从选择漆器作品，到整体视频的隐喻，画面的结构等等，全都是李子柒式美学的体现。随便截图都可以做壁纸，美的让人失语！另外，关于麒麟回头有很多说法，“麒麟回头，万事不愁”，“麒麟回头百病消”，我想子柒一定是希望奶奶能够平安吉祥，万事如意。好用心啊！
1in0o,
事事不可求完美随心而乐,
望之蔚然2024,
叶子202192017,
二手电饭锅用户,
汤火6362695112,
用户3695037464,
冯家缘,
潇潇-小仙女,
用户5689740112,
Allen-DU2024,
梧桐树下的飞絮,
喜欢阳光的菇凉吖,
复成安宁,
复成安宁,
妙想家思思,
咕咚梅子酒,
用户3695037464,
--山复尔尔,
追风赶疯,
小米在围脖,
不瘦到两位数不改名的花福禄,
不怕丢脸豆豆子kuro,
道貌岸然本道,
用户5335381708,
Love陈兜兜,
稀粥咸淡淡,
粽粽子喜欢夏天,
虫虫爱青菜5,
顿悟炽烈之时,
得偿所愿好事成双,[泪][泪]//@鸿烧鹅: 4年无代餐，顶流回来还是顶流//@RHLEE-2018:认真、用心、真心做事的人是不一样的。最美好的从未被超越。紫气东来！💜💜💜//@全是狗粮呀:李子柒不忘初心，一回来更新还在坚持文化传承，展现中国文化的美，太不容易了[泪][泪]
嘉羽筝心63674,
ScayMey,
醒时繁花,
我是卖报的丑姑娘,
小敏下厨房,
Demon_蓝,
甜白色,
西格尼提尼格,
手爪酥酥,
_MariaBona_,她的三条新视频真的好震撼 大制作[淡淡的]//@闲杂人等闲人:人要有那种攥着自己头发，把自己从泥地里拔起来的力量……也许不合适，但突然就想到了这句
moon212ww,
冰山上,//@谢小斌:#李子柒回归#回来了！又可以像以前一样看视频了，期待后续的视频～
巅界,
AI海豚ss,
我心飞翔-13,
蘋蘋淡诞39129,
追局少女,
追局少女,
一碗情深伤心面,
YXY2的幸福生活,
东西芋泥,
今生只为你沉醉811,
憶楛0偲甛,
Nicky·1640,
屿妤__L,
用户7754506050,
--chocolate---,
dayo_yy,
此季别寒,
暴富姐0526,
用户7647330109,
用户5871984778,
爱晗-你懂,
雪绒花仙edelweiss,
小颦平,
栾维平,
xTTXHoney,
随便换个ID都可以,
要要要要继续学习啊_A算,
碎碎念的自留地-,
本质人性,
小柯基关枪,
77下午茶,//@HaiwenLiu:很温暖的视频。人生并不是只有更高更快更强，人生不要被绩效主义捆绑。人生是相处，是对话，是游戏，尽管节奏快慢不能全由自己做主，但也不能让别的人或事来决定节奏。追求更高更快更强，是用某个特定价值函数下的rare event来要求所有人。但这个特定的视角的局限性太值得探讨。
雨中的等待ing,
迷路的白兰鸽,
照舟林,
青蛙王子王大人,
五月-Zoe,
西瓜君200,
ElenaGilbertkbn,
Vicki_shao,
流水_间,
喵喵简单-22,
Mleahy淋圆盒茗酱情,
陌上柳絮袅袅烟云彡,
苗40579,
90後特种兵94864,
用户5310482192,
真希大人,
yezi2008ling,
芝吉利Amelie,
揽星河入2,
朋友之家-老友记民宿私享会社群,
灵动柚子爱追星,
岳麓湘下,
用户带露珠的萱草,
xl真诚一生,
哈小布99,
月姐姐的日常操作,
isnanaaaa,
御姐好运来,
小梅童鞋-,
隔壁小孩vin,
用户7930128396,
用户7911057597,
666毛头小子,
里斯本的午夜雨未停,
用户6545587871,
liuna6558,东方非遗，中式意境，等你带来更多的惊喜@李子柒
我楽苦多蔡怡圆,
憶夢人家,
冬风很凉,
用户7891005148,
化野,
Petite7711189482,
潇洒苗苗毛毛11,
芝叨,
用户7959675052,//@陌生白路:好久不见～，子0∴㇏柒[苦涩][苦涩]
进益社,
坏丫头soso,
汉服王子陈朕冰,
心心会会,
在剧院磨豆浆的水珍珠,
zhuzhu9960,
通悦-,
用户u25yi368aw,
春氛_,
南腔北调613,
Ferly_ray,
退役饮水机,
98-girl-98,@DieTryinnnnn
guihong2018888,
黃子新5730,
黃子新5730,
笑邓先生,
EXO妤禹天使,
用户7962452056,
997TYH008,
飞鸟太肥了,
楚三公子123,
Cbugety,
花姝语,
STK是项技能喵,
用户6302478850,
或跃在渊20240101,//@闲来一坐s话投资://@扬韬:用一年的时间打造一个视频，这种执着，这种精神，值得赞许！欢迎李子柒回归！
宠甜de小糖块_锦鲤版,//@韩清流:终于终于等到^_^//@谢小斌:#李子柒回归#回来了！又可以像以前一样看视频了，期待后续的视频～
灵动雪豆学法律,
_榴莲菠萝蜜_,
Yanne_BB,
w冰山来客,
young3551146082,
兰心也犯傻,
别时茫茫江浸月哟,
试试昵称带幸运锦鲤会不会中,
初绽彼岸,
阳光蕾阿拉,
苏瑾颜yy,
YQYC宸,
零余子十七,
野外幽静DAYTOY,
卢曼的执著,
Wangr垂杨紫陌洛城东,
岩非68,
金长枫-金卅,
认识个主播在93,
在游乐场打扫的小象,
青栀ni,
龙二丫,
啊我是吃货,
短线战娘,
微光_莹1119,
夏尔芳儿,
Bluecome1,
金钱永不休眠华尔街,
不是加量,
WhisperA奶包,
厉害的发条陶,
BansheeStudio,
-17薛定谔,
天涯风入罗衣,
温煦棕熊爱养花,
用户6168917077,
桔高映琼枝_,
少无之心,
蹦蹦跳跳小芝麻_-_--,
悠閒生活樂繽紛,
目录520,
jygyuanxin66,
一天到晚__游泳的鱼,
樱桃子小丸呀,
PX-苡,//@鹏城北望路人甲:回复@李子柒:还是熟悉的味道！很好(✪▽✪)加油(ง•̀_•́)ง//@李子柒:今天没空写小作文啦！过几天忙完了再给大家补上！想念你们！强行么么哒！
夏想想Qiao,
快乐之轻,
酱缸里的蛋,
不要拖拖拖拖拖拉拉的,
Snowflakes_張雪影,
悦已_半香舍,
spacious66502750006,
狸猫哒虾,
CCXYuhahaha,
远疆海_黎昆,
青空木碑,
cc77ILU,
rijwin_hang,恭迎！熹妃回宫！//@俺八段酱:啊啊啊啊啊啊回来了//@千椿渡:啊啊啊啊终于！//@搜到Wi-Fi了:4年了！//@q777_2:失踪人口回归//@l鱼苗I:我天 她回来了//@小狗斯特:这个赛道还得李子柒卷啊！！
Frederic__Chen,
淘淘宝宝200110,
w-liketomato,
亭子TYT,
听风枕雨眠lo,
南柯一梦第一博,
阿拉拉同学,
小陈可成,
奇洛·李维斯,
忘记你也放过我,
我爱你一周七天,
爱鸡人士_,
ambersna,
swan凡_,
异地追夢者,
买糖糖粿,
双木木不想摆烂啦,//@韩清流:终于终于等到^_^//@谢小斌:#李子柒回归#回来了！又可以像以前一样看视频了，期待后续的视频～
蜜蜜西瓜霜,
天空的颜色yj,
祁霜想听恋爱告急,
简单粗暴的小天使,
泡芙来咯巭,//@谢小斌:#李子柒回归#回来了！又可以像以前一样看视频了，期待后续的视频～
冬雪藏春,
moimoi112,
告别麦子,
ybetty_mm,
乌龙654321,//@乌龙654321:转发微博
无敌美味炸薯条,
BeingFlower,
jellyUU,
请叫我肥娘娘,
仸ccccc,
休眠火山观光客,
忄予9511,
魔法小厨娘十一,
Volcano-S,
用户5394069056,
f__k_off3862,
屿荞259695,//@韩清流:终于终于等到^_^//@谢小斌:#李子柒回归#回来了！又可以像以前一样看视频了，期待后续的视频～
浅笑梨涡雨宝贝,
漂亮阿丁,
太行于行,
月半栀蔓,
ZHONGTUTUICHANG,
哈咿呀哈乌啦呀哈呀哈,
lizalizaliz,
一乐,
sunnysun1986,
聪明狐狸爱旅行,
rainachou,
这才是真的ljy,
94职业技能培训讲师,
松本弥,
诗莹莹莹baby,
宋迟暮,
红松树下捡松壳,
Theoldmann,
平凡小象,
随风飘然-云海刻骨,
吴岩_silience,
红松树下捡松壳,
红松树下捡松壳,
Oli啊Oli,
临窗听雨等风闲,
UnSue,
紅茶栗子餡,
豫人在甬-,
逸铿44547,
熬夜瑞瑞,
kettle流水浮灯,//@不吃辣饼:我滴妈呀熹妃回宫
很喜欢你yaa,
雪莲花-866,
阳阳的微光集,
四川糯米,
臨楚汝,
健康富裕又幸福,
小耳朵米妮O,
alwaysuu_,
四川糯米,
吴玥_Yue,
臨楚汝,
qiiiiFl,//@不吃辣饼:我滴妈呀熹妃回宫
潜伏一只米,
漫随年华,
我的朋友_TFBOYS,
漱木凇6468,
和小悦悦一起成长,
木铃蜀锦,
江鹿梨,
A牛牛200706,
超级奥利奥加倍,
魔法琦琦,
LKkbos,
心乾情坤,
云影湖光,
嘿请叫我雷锋不谢,
用户7952153826,
用户7092763746,
圆运动OM,
冷秋轻尘,
宝石老旧,
小激动来一份,
月琴魔羽_,
萝莉控风卷云舒,
妙妙11159,
棣棣的梦女,
赶紧的把事儿办了,
西x2,
xtyyyy__,
杀手释然732016,
梁汝iGDRY,
Angela89-芮,
白粥粥鸭,
哈鲁没毛病,
95-XuperCris,
乐呵米木,
涵79,
初夏浅浅笑丶,
用户6265323571,
连曦YK坤坤,
狗勾不困,
吃甜汤圆,
用户7899596013,//@中医范怨武:太不容易了，4年
蕾壘垒厽磊,
喃软软,
我喜欢为和华,
WangNingEr,
用户6230921601,
明明的么么,
风面杀手,
用户7571416293,
夏澍秋凉-,
正细胞贫,
白柳被骗八百万,
晓溪87,
上弦月_vivian,
fff碗盆之旅c,
99个蘑菇,
若汁莱乐,
lily磊磊蕾蕾,
用户7349050922,
光影猴猴仔,
每天只睡23h的高强度冲浪选手,
玉兰花小女孩,
壳子里的人2023,
吃瓜不吐瓜皮儿,
阿宇啊啊啊啊哈哈嘻嘻_,
森女静小主,
悠然自得过日子,
解忧制造机,
朵小朵520520,
江中萍实2021,
lovely_susie,
地方治理的具象与抽象,
广西师大2012级教育技术学,[可爱]//@牛轰轰LZZ:哇！！！[送花花][送花花][送花花][送花花]
树底栖鸦,
脑海里需要一块橡皮擦,
时间节点是个好东西,
严重幻想幻听患者,希望你能把中国的传统文化走向世界@李子柒 你不是网红，你是艺术家，生活的艺术。
小狗不吃肉松,
中关村-延安,
kaka可爱的你,
JudieKing,
用户7962743981,
晨曦无月542,
浪客剑心6,
毛毛23967,
葱姜虾三文鱼,
灿烂椰青,
晨曦无月542,
Happiisalwinaysaroundyme,
糯米汤圆丸子-,
透过镜头看世界43489,
透过镜头看世界43489,
简辞歆,
今天也是好天气捏,
fuvrfbngccfh08,//@锦衣小盆友:顶流归来还是顶流！在这个信息爆炸的时代需要慢节奏的李子柒。
JS-666,
別遺忘快樂,
天空里面有星星,
小鱼和小糖,
purvapakshin,//@不吃辣饼:我滴妈呀熹妃回宫
用户6155287747,
弦外之云,
我是大喜呀77,
王生可为,
何何仔啊,
Cj0686E,
viv开启,
小黄叽叽叽复叽叽,
困困荔枝醒,回复@不吃辣饼:就在这里水灵灵的看到同担//@不吃辣饼:我滴妈呀熹妃回宫
呼哧呼哧式减肥,
Rainzi,
喜欢娱乐喜欢美食,
咖啡酒玩儿世界,
大鱼看世界douyin,
偶尔喜欢一个人发呆,
肥大雁,
一米阳光下的天天天蓝,
王姝kym,
拿铁不加冰200103,
风揽云月,
超幸福久9,
珲春168,
哈哈哈哈123456_,
sxywxy,
是钱自己跑进我口袋的,
欧气满满的幸运锦鲤小甜酱ye,
史前动物口粮,
世界太美丽啊,
A0000朵儿,
天使happyjing,
田园橘子田野稻草人,//@ice4496:换季了！波66 哎，爸比司登羽绒服只^_^^_^y要几十！赶紧//@李子柒:今天没空写小作文啦！过几天忙完了再给大家补上！想念你们！强行么么哒！m's和、jjjjjlul'q'q'yoemeijn阿姨 mo'^_^^点进去都
小兀春舍,
诗韵江南,
用户7418667968,
熟睡的小阿狸,
用户6177108381,回复@zz如沐春风:紫气东来对应麒麟回首，就是子柒冬来迎祥瑞，麒麟回首万事顺。//@zz如沐春风:回复@心动信号仪:首尾呼应是哪里啊？能指教一下吗？
萌大叔和他的狗,
叽姆堇,//@Mox19-掰掰:转发微博
遗爱_东坡,
Mox19-掰掰,
大雄99645,
梦是思念永远躲藏的地方,
杳山人,
千斤大姐,
卜卜洛,
A力324,
oiyuanna,
Rora__Ma,
阿丘阿丘,
诗韵江南,
不爱学习沉迷致富de幸运锦鲤,
镹尃凪芷·玥,
用户7774550353,
努力燃烧-焰心火,
Lucky锦鲤小甜甜暴富梦马上实现,
是过路小白,
Aurora彭彭,
半度染夕月,
--Rubisco,//@锦衣小盆友:顶流归来还是顶流！在这个信息爆炸的时代需要慢节奏的李子柒。
文荒进行中,
他们为什么要分我们的地瓜,
青萍之末202101,
爱唠唠的猫咪,
锤函,
圈_鹅塔塔塔,
我是西瓜中间最甜的那一口,
I03S,我就是在等这句[干饭人]//@吃再多不长肉是我的愿望:婆婆好像寻梦环游记里面的那个婆婆！//@浅碎时光_Q:婆婆也太可爱了吧，编着头发，真是个小姑娘[心] http://t.cn/A6n8eKvo
思会SH,
回头-一片天,
江木木江,
玫瑰瓣女子,
爱呢_还在吗,
桫椤moli,
乱墨鱼,
北岛月光-,
4号小仙子,
手机用户5094201328,
丹妮Joyce,
孔雀小刚,
宫野绫鸢-,
linskyand,
o0兜兠0o,
gimmebackmygirlhooditwasmine1,
凉微秋可燕,
用户7883662780,
Zyrrriq,
沐沐fgbbzs,
海底的星星Li,
小小双黄蛋嘻嘻,
用户5866007730,
闻道就走,
申江海南,
用户6868199301,
_Naive___,
高三牲的心碎日记,
思_玖and悦,
直溜直溜,
思_玖and悦,
观园茉莉奶白,
用户7962204584,
